,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
933,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,"{'type': 'Point', 'coordinates': [-122.31768524, 47.65889386]}",University District,Edge,Paid Parking,10,240.0,E,57898,47.65889386,-122.31768524
934,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,"{'type': 'Point', 'coordinates': [-122.31732455, 47.66400658]}",University District,Edge,Paid Parking,18,240.0,E,57902,47.66400658,-122.31732455
935,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,"{'type': 'Point', 'coordinates': [-122.31727794, 47.67538932]}",Roosevelt,,Paid Parking,9,240.0,E,57914,47.67538932,-122.31727794
936,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33693505, 47.6063023]}",Commercial Core,Retail,Paid Parking,3,120.0,SE,58078,47.6063023,-122.33693505
937,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33263214, 47.60825757]}",Commercial Core,Retail,Paid Parking,10,120.0,NW,58081,47.60825757,-122.33263214
938,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32591296, 47.61107791]}",First Hill,,Restricted Parking Zone,3,120.0,NW,58085,47.61107791,-122.32591296
939,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32580847, 47.61096366]}",First Hill,,Paid Parking,4,120.0,SE,58086,47.61096366,-122.32580847
940,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33417737, 47.60662779]}",Commercial Core,Financial,Paid Parking,4,120.0,NW,58177,47.60662779,-122.33417737
941,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.32961798, 47.60839012]}",First Hill,,Carpool Parking,6,120.0,SE,58182,47.60839012,-122.32961798
942,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.32861357, 47.60894226]}",First Hill,,Paid Parking,10,120.0,NW,58185,47.60894226,-122.32861357
943,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.3285232, 47.60883822]}",First Hill,,Paid Parking,8,120.0,SE,58186,47.60883822,-122.3285232
944,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32643589, 47.6098468]}",First Hill,,Paid Parking,4,120.0,NW,58193,47.6098468,-122.32643589
945,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32630418, 47.60977296]}",First Hill,,Restricted Parking Zone,7,120.0,SE,58194,47.60977296,-122.32630418
946,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32416226, 47.61080097]}",First Hill,,Restricted Parking Zone,4,120.0,NW,58197,47.61080097,-122.32416226
947,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32407916, 47.61069711]}",First Hill,,Restricted Parking Zone,6,120.0,SE,58198,47.61069711,-122.32407916
948,STEWART ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.33566247, 47.61456869]}",Denny Triangle,South,Paid Parking,4,120.0,SE,58222,47.61456869,-122.33566247
949,STEWART ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.3323523, 47.61732776]}",Denny Triangle,North,Paid Parking,7,240.0,NW,58225,47.61732776,-122.3323523
950,STEWART ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.33220713, 47.6172401]}",Denny Triangle,North,Paid Parking,9,240.0,SE,58226,47.6172401,-122.33220713
951,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,"{'type': 'Point', 'coordinates': [-122.32557881, 47.61352508]}",Pike-Pine,,Paid Parking,8,120.0,W,58337,47.61352508,-122.32557881
952,TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34644322, 47.62031513]}",Uptown Triangle,,Paid Parking,18,600.0,W,58381,47.62031513,-122.34644322
953,TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34613913, 47.6203126]}",Uptown Triangle,,Paid Parking,26,600.0,E,58382,47.6203126,-122.34613913
954,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.32859988, 47.60204002]}",Commercial Core,Financial,Paid Parking,7,120.0,NW,58393,47.60204002,-122.32859988
955,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,"{'type': 'Point', 'coordinates': [-122.32272057, 47.60492706]}",First Hill,,Restricted Parking Zone,5,120.0,SW,58401,47.60492706,-122.32272057
956,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,"{'type': 'Point', 'coordinates': [-122.32261022, 47.60497317]}",First Hill,,Restricted Parking Zone,8,120.0,NE,58402,47.60497317,-122.32261022
957,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,"{'type': 'Point', 'coordinates': [-122.32404909, 47.60636065]}",First Hill,,Restricted Parking Zone,13,120.0,SW,58409,47.60636065,-122.32404909
958,TERRY AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32599167, 47.6084865]}",First Hill,,Paid Parking,3,120.0,SW,58413,47.6084865,-122.32599167
959,TERRY AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32583857, 47.60855364]}",First Hill,,Paid Parking,3,120.0,NE,58414,47.60855364,-122.32583857
960,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33726857, 47.62262366]}",South Lake Union,South,Paid Parking,10,120.0,W,58421,47.62262366,-122.33726857
961,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33702531, 47.62261869]}",South Lake Union,South,Paid Parking,7,120.0,E,58422,47.62261869,-122.33702531
962,THOMAS ST BETWEEN 6TH AVE N AND AURORA AVE N,"{'type': 'Point', 'coordinates': [-122.34438117, 47.62082175]}",Uptown Triangle,,Paid Parking,4,600.0,S,58442,47.62082175,-122.34438117
963,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33913076, 47.62094236]}",South Lake Union,South,Paid Parking,7,120.0,N,58445,47.62094236,-122.33913076
964,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33915414, 47.62080537]}",South Lake Union,South,Paid Parking,7,120.0,S,58446,47.62080537,-122.33915414
965,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33643178, 47.62093462]}",South Lake Union,South,Paid Parking,3,600.0,N,58449,47.62093462,-122.33643178
966,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33650374, 47.62078412]}",South Lake Union,South,Paid Parking,7,600.0,S,58450,47.62078412,-122.33650374
967,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,"{'type': 'Point', 'coordinates': [-122.33361805, 47.62089482]}",South Lake Union,South,Restricted Parking Zone,8,120.0,N,58453,47.62089482,-122.33361805
968,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,"{'type': 'Point', 'coordinates': [-122.33364461, 47.62074999]}",South Lake Union,South,Restricted Parking Zone,5,120.0,S,58454,47.62074999,-122.33364461
969,UNION ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33627399, 47.60892503]}",Commercial Core,Retail,Paid Parking,4,120.0,SE,58474,47.60892503,-122.33627399
970,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33974212, 47.6062271]}",Commercial Core,Waterfront,Paid Parking,2,120.0,NW,58489,47.6062271,-122.33974212
971,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33961645, 47.60618296]}",Commercial Core,Waterfront,Paid Parking,3,120.0,SE,58490,47.60618296,-122.33961645
972,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33768158, 47.60710524]}",Commercial Core,Retail,Paid Parking,6,120.0,NW,58493,47.60710524,-122.33768158
973,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33761427, 47.6070238]}",Commercial Core,Retail,Paid Parking,4,120.0,SE,58494,47.6070238,-122.33761427
974,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33646207, 47.60748915]}",Commercial Core,Retail,Paid Parking,3,120.0,SE,58498,47.60748915,-122.33646207
975,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33327978, 47.60897622]}",Commercial Core,Retail,Paid Parking,3,120.0,NW,58501,47.60897622,-122.33327978
976,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,"{'type': 'Point', 'coordinates': [-122.3133129, 47.65753313]}",University District,Core,Paid Parking,8,120.0,W,58513,47.65753313,-122.3133129
977,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,"{'type': 'Point', 'coordinates': [-122.31314236, 47.65753657]}",University District,Core,Paid Parking,9,120.0,E,58514,47.65753657,-122.31314236
978,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,"{'type': 'Point', 'coordinates': [-122.35184661, 47.61369793]}",Belltown,North,Paid Parking,5,240.0,NW,58609,47.61369793,-122.35184661
979,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,"{'type': 'Point', 'coordinates': [-122.35167048, 47.6136009]}",Belltown,North,Paid Parking,4,240.0,SE,58610,47.6136009,-122.35167048
980,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35017322, 47.61498599]}",Belltown,North,Paid Parking,5,240.0,NW,58613,47.61498599,-122.35017322
981,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35000368, 47.61488386]}",Belltown,North,Paid Parking,6,240.0,SE,58614,47.61488386,-122.35000368
982,VINE ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.3492925, 47.61565061]}",Belltown,North,Paid Parking,7,240.0,NW,58617,47.61565061,-122.3492925
983,VINE ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.34914591, 47.61556405]}",Belltown,North,Paid Parking,7,240.0,SE,58618,47.61556405,-122.34914591
984,VINE ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.3484543, 47.61629517]}",Belltown,North,Paid Parking,8,240.0,NW,58621,47.61629517,-122.3484543
985,VINE ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.348299, 47.61620702]}",Belltown,North,Paid Parking,3,240.0,SE,58622,47.61620702,-122.348299
986,VIRGINIA ST BETWEEN PIKE PL AND POST AL,"{'type': 'Point', 'coordinates': [-122.34332623, 47.61060651]}",Belltown,South,Paid Parking,3,120.0,NW,58629,47.61060651,-122.34332623
987,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34292648, 47.61091614]}",Belltown,South,Paid Parking,9,120.0,NW,58633,47.61091614,-122.34292648
988,VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.335373, 47.61676587]}",Denny Triangle,North,Paid Parking,4,240.0,NW,58641,47.61676587,-122.335373
989,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.33351256, 47.61799607]}",Denny Triangle,North,Paid Parking,8,240.0,SE,58646,47.61799607,-122.33351256
990,WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,"{'type': 'Point', 'coordinates': [-122.35088659, 47.61313015]}",Belltown,North,Paid Parking,5,240.0,NW,58677,47.61313015,-122.35088659
991,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34924683, 47.61439628]}",Belltown,North,Paid Parking,8,240.0,NW,58681,47.61439628,-122.34924683
992,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34911602, 47.61432252]}",Belltown,North,Paid Parking,5,240.0,SE,58682,47.61432252,-122.34911602
993,WALL ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34754004, 47.61572569]}",Belltown,North,Paid Parking,9,240.0,NW,58685,47.61572569,-122.34754004
994,WALL ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34739822, 47.61564378]}",Belltown,North,Paid Parking,3,240.0,SE,58686,47.61564378,-122.34739822
995,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.33645957, 47.60312839]}",Commercial Core,Waterfront,Paid Parking,5,120.0,SW,58797,47.60312839,-122.33645957
996,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.33627051, 47.60319788]}",Commercial Core,Waterfront,Paid Parking,5,120.0,NE,58798,47.60319788,-122.33627051
997,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.33843413, 47.60528135]}",Commercial Core,Waterfront,Paid Parking,10,120.0,SW,58801,47.60528135,-122.33843413
998,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.33823893, 47.60533893]}",Commercial Core,Waterfront,Paid Parking,5,120.0,NE,58802,47.60533893,-122.33823893
999,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34416591, 47.61072092]}",Belltown,South,Paid Parking,10,120.0,SW,58805,47.61072092,-122.34416591
1000,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34403853, 47.61082404]}",Belltown,South,Paid Parking,6,120.0,NE,58806,47.61082404,-122.34403853
1001,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34573096, 47.61164876]}",Belltown,South,Paid Parking,12,120.0,SW,58809,47.61164876,-122.34573096
1002,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34538208, 47.61161729]}",Belltown,South,Paid Parking,10,120.0,NE,58810,47.61161729,-122.34538208
1003,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.35292896, 47.6159119]}",Belltown,North,Paid Parking,6,240.0,SW,58813,47.6159119,-122.35292896
1004,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.35280637, 47.61600694]}",Belltown,North,Paid Parking,4,240.0,NE,58814,47.61600694,-122.35280637
1005,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,"{'type': 'Point', 'coordinates': [-122.35413043, 47.61659514]}",Belltown,North,Paid Parking,10,240.0,SW,58817,47.61659514,-122.35413043
1006,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,"{'type': 'Point', 'coordinates': [-122.35396246, 47.61669615]}",Belltown,North,Paid Parking,8,240.0,NE,58818,47.61669615,-122.35396246
1007,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.3385976, 47.61911756]}",South Lake Union,South,Paid Parking,4,120.0,W,58829,47.61911756,-122.3385976
1008,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33857409, 47.62145672]}",South Lake Union,South,Paid Parking,5,120.0,W,58833,47.62145672,-122.33857409
1009,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,"{'type': 'Point', 'coordinates': [-122.34031392, 47.63495743]}",Westlake Ave N,North,Restricted Parking Zone,19,120.0,W,58845,47.63495743,-122.34031392
1010,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,"{'type': 'Point', 'coordinates': [-122.34009418, 47.63494837]}",Westlake Ave N,North,Restricted Parking Zone,18,120.0,E,58846,47.63494837,-122.34009418
1011,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,"{'type': 'Point', 'coordinates': [-122.32498613, 47.6808223]}",Green Lake,,Paid Parking,6,120.0,SW,59013,47.6808223,-122.32498613
1012,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,"{'type': 'Point', 'coordinates': [-122.32484934, 47.68087064]}",Green Lake,,Paid Parking,6,120.0,NE,59014,47.68087064,-122.32484934
1013,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.3303386, 47.62254634]}",South Lake Union,South,Paid Parking,10,120.0,E,59038,47.62254634,-122.3303386
1014,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33052061, 47.62369625]}",South Lake Union,South,Paid Parking,15,600.0,W,59041,47.62369625,-122.33052061
1015,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33035437, 47.62369826]}",South Lake Union,South,Paid Parking,10,600.0,E,59042,47.62369826,-122.33035437
1016,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,"{'type': 'Point', 'coordinates': [-122.33093328, 47.62641488]}",South Lake Union,North,Paid Parking,7,600.0,W,59045,47.62641488,-122.33093328
1017,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,"{'type': 'Point', 'coordinates': [-122.330763, 47.62641959]}",South Lake Union,North,Paid Parking,6,600.0,E,59046,47.62641959,-122.330763
1018,YESLER WAY BETWEEN POST AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.33452285, 47.6018078]}",Pioneer Square,Edge,Paid Parking,5,120.0,N,59049,47.6018078,-122.33452285
1019,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,"{'type': 'Point', 'coordinates': [-122.33344092, 47.60165556]}",Pioneer Square,Core,Paid Parking,7,120.0,S,59058,47.60165556,-122.33344092
1020,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33240274, 47.60165661]}",Pioneer Square,Core,Paid Parking,5,120.0,S,59062,47.60165661,-122.33240274
1021,E CHERRY ST BETWEEN BROADWAY AND DEAD END,"{'type': 'Point', 'coordinates': [-122.32002768, 47.60799308]}",First Hill,,Paid Parking,3,120.0,S,59166,47.60799308,-122.32002768
1022,E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,"{'type': 'Point', 'coordinates': [-122.31892184, 47.61871263]}",Capitol Hill,South,Paid Parking,10,240.0,S,59246,47.61871263,-122.31892184
1023,EAST GREEN LAKE DR N BETWEEN NE 72ND ST AND NE MAPLE LEAF PL,"{'type': 'Point', 'coordinates': [-122.32586409, 47.68054512]}",Green Lake,,Paid Parking,3,30.0,NE,59374,47.68054512,-122.32586409
1024,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,"{'type': 'Point', 'coordinates': [-122.3195596, 47.61159553]}",Pike-Pine,,Paid Parking,3,240.0,SE,59702,47.61159553,-122.3195596
1025,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,"{'type': 'Point', 'coordinates': [-122.32158697, 47.61997118]}",Capitol Hill,South,Paid Parking,3,120.0,N,59945,47.61997118,-122.32158697
1026,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32586982, 47.61414969]}",Pike-Pine,,Paid Parking,4,120.0,N,59949,47.61414969,-122.32586982
1027,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32586829, 47.6140181]}",Pike-Pine,,Paid Parking,3,120.0,S,59950,47.6140181,-122.32586829
1028,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,"{'type': 'Point', 'coordinates': [-122.32495666, 47.61415745]}",Pike-Pine,,Paid Parking,7,120.0,N,59953,47.61415745,-122.32495666
1029,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,"{'type': 'Point', 'coordinates': [-122.32499531, 47.6140229]}",Pike-Pine,,Paid Parking,5,120.0,S,59954,47.6140229,-122.32499531
1030,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,"{'type': 'Point', 'coordinates': [-122.32142456, 47.61414511]}",Pike-Pine,,Paid Parking,9,120.0,N,59957,47.61414511,-122.32142456
1031,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,"{'type': 'Point', 'coordinates': [-122.3214466, 47.61400239]}",Pike-Pine,,Paid Parking,6,120.0,S,59958,47.61400239,-122.3214466
1032,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,"{'type': 'Point', 'coordinates': [-122.31880508, 47.614161]}",Pike-Pine,,Paid Parking,9,120.0,N,59961,47.614161,-122.31880508
1033,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,"{'type': 'Point', 'coordinates': [-122.3187867, 47.61401857]}",Pike-Pine,,Paid Parking,7,120.0,S,59962,47.61401857,-122.3187867
1034,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,"{'type': 'Point', 'coordinates': [-122.3161335, 47.61417997]}",Pike-Pine,,Paid Parking,12,120.0,N,59965,47.61417997,-122.3161335
1035,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,"{'type': 'Point', 'coordinates': [-122.31615961, 47.61403722]}",Pike-Pine,,Paid Parking,10,120.0,S,59966,47.61403722,-122.31615961
1036,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,"{'type': 'Point', 'coordinates': [-122.32733505, 47.61514566]}",Pike-Pine,,Paid Parking,8,120.0,S,59994,47.61514566,-122.32733505
1037,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,"{'type': 'Point', 'coordinates': [-122.32647201, 47.61529836]}",Pike-Pine,,Paid Parking,4,120.0,N,59997,47.61529836,-122.32647201
1038,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,"{'type': 'Point', 'coordinates': [-122.31886853, 47.61534533]}",Pike-Pine,,Paid Parking,10,120.0,N,60005,47.61534533,-122.31886853
1039,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,"{'type': 'Point', 'coordinates': [-122.31882374, 47.61519485]}",Pike-Pine,,Paid Parking,4,120.0,S,60006,47.61519485,-122.31882374
1040,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,"{'type': 'Point', 'coordinates': [-122.3175285, 47.61535222]}",Pike-Pine,,Paid Parking,11,120.0,N,60009,47.61535222,-122.3175285
1041,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,"{'type': 'Point', 'coordinates': [-122.31749986, 47.61520438]}",Pike-Pine,,Paid Parking,5,120.0,S,60010,47.61520438,-122.31749986
1042,E PINE ST BETWEEN 13TH AVE AND 14TH AVE,"{'type': 'Point', 'coordinates': [-122.31489847, 47.61534047]}",Pike-Pine,,Paid Parking,4,120.0,N,60013,47.61534047,-122.31489847
1043,E PINE ST BETWEEN 13TH AVE AND 14TH AVE,"{'type': 'Point', 'coordinates': [-122.31490467, 47.61521706]}",Pike-Pine,,Paid Parking,4,120.0,S,60014,47.61521706,-122.31490467
1044,E THOMAS ST BETWEEN HARVARD AVE E AND BROADWAY E,"{'type': 'Point', 'coordinates': [-122.32156166, 47.62102996]}",Capitol Hill,North,Paid Parking,5,120.0,S,60182,47.62102996,-122.32156166
