,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
1110,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,"{'type': 'Point', 'coordinates': [-122.31671684, 47.61351144]}",Pike-Pine,,Paid Parking,10,120.0,E,69446,47.61351144,-122.31671684
1111,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,"{'type': 'Point', 'coordinates': [-122.31563166, 47.65655643]}",University District,Core,Paid Parking,6,120.0,W,69485,47.65655643,-122.31563166
1112,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,"{'type': 'Point', 'coordinates': [-122.31535216, 47.66401355]}",University District,Core,Paid Parking,17,120.0,W,69489,47.66401355,-122.31535216
1113,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,"{'type': 'Point', 'coordinates': [-122.30901722, 47.60711882]}",Cherry Hill,,Paid Parking,18,120.0,W,70501,47.60711882,-122.30901722
1114,2ND AVE BETWEEN YESLER WAY AND JAMES ST,"{'type': 'Point', 'coordinates': [-122.33241002, 47.60201883]}",Pioneer Square,Core,Paid Parking,3,120.0,SW,70725,47.60201883,-122.33241002
1115,2ND AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.3346924, 47.60483804]}",Commercial Core,Financial,Paid Parking,3,120.0,NE,70730,47.60483804,-122.3346924
1116,2ND AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.33534782, 47.60555459]}",Commercial Core,Financial,Paid Parking,6,120.0,NE,70734,47.60555459,-122.33534782
1117,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.33665653, 47.60697468]}",Commercial Core,Retail,Paid Parking,8,120.0,NE,70738,47.60697468,-122.33665653
1118,2ND AVE BETWEEN PINE ST AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.34023752, 47.61057612]}",Commercial Core,Retail,Paid Parking,2,120.0,SW,70741,47.61057612,-122.34023752
1119,2ND AVE BETWEEN PINE ST AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.34001021, 47.61064553]}",Commercial Core,Retail,Paid Parking,4,120.0,NE,70742,47.61064553,-122.34001021
1120,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34247907, 47.61204799]}",Belltown,South,Paid Parking,4,120.0,SW,70745,47.61204799,-122.34247907
1121,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34231893, 47.61217181]}",Belltown,South,Paid Parking,7,120.0,NE,70746,47.61217181,-122.34231893
1122,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.3436157, 47.61293327]}",Belltown,South,Paid Parking,9,120.0,NE,70750,47.61293327,-122.3436157
1123,2ND AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34746087, 47.61501419]}",Belltown,North,Paid Parking,6,240.0,SW,70753,47.61501419,-122.34746087
1124,2ND AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34731598, 47.61511789]}",Belltown,North,Paid Parking,4,240.0,NE,70754,47.61511789,-122.34731598
1125,2ND AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.35122851, 47.61722754]}",Belltown,North,Paid Parking,4,30.0,SW,70757,47.61722754,-122.35122851
1126,2ND AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.3510874, 47.61735533]}",Belltown,North,Paid Parking,3,240.0,NE,70758,47.61735533,-122.3510874
1127,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.3526927, 47.61920357]}",Uptown,Edge,Paid Parking,11,240.0,E,70762,47.61920357,-122.3526927
1128,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.3316886, 47.59877036]}",Pioneer Square,Edge,Paid Parking,5,120.0,W,70865,47.59877036,-122.3316886
1129,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.33145758, 47.59876727]}",Pioneer Square,Edge,Paid Parking,16,120.0,E,70866,47.59876727,-122.33145758
1130,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,"{'type': 'Point', 'coordinates': [-122.38484406, 47.66983639]}",Ballard,Edge,Paid Parking,7,240.0,W,71289,47.66983639,-122.38484406
1131,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,"{'type': 'Point', 'coordinates': [-122.38463706, 47.66983638]}",Ballard,Edge,Paid Parking,4,240.0,E,71290,47.66983638,-122.38463706
1132,24TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,"{'type': 'Point', 'coordinates': [-122.38746554, 47.66983204]}",Ballard,Edge,Paid Parking,8,240.0,E,71574,47.66983204,-122.38746554
1133,3RD AVE BETWEEN CEDAR ST AND CLAY ST,"{'type': 'Point', 'coordinates': [-122.34943159, 47.61735547]}",Belltown,North,Paid Parking,10,240.0,SW,72329,47.61735547,-122.34943159
1134,3RD AVE BETWEEN CEDAR ST AND CLAY ST,"{'type': 'Point', 'coordinates': [-122.34929965, 47.61747412]}",Belltown,North,Paid Parking,8,240.0,NE,72330,47.61747412,-122.34929965
1135,3RD AVE BETWEEN BROAD ST AND DENNY WAY,"{'type': 'Point', 'coordinates': [-122.35119161, 47.61837759]}",Belltown,North,Paid Parking,3,240.0,SW,72333,47.61837759,-122.35119161
1136,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34076078, 47.6133909]}",Belltown,South,Paid Parking,10,120.0,SW,74025,47.6133909,-122.34076078
1137,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34061135, 47.61350649]}",Belltown,South,Paid Parking,6,120.0,NE,74026,47.61350649,-122.34061135
1138,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34205339, 47.61415144]}",Belltown,South,Paid Parking,12,120.0,SW,74029,47.61415144,-122.34205339
1139,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34189516, 47.61428003]}",Belltown,South,Paid Parking,4,120.0,NE,74030,47.61428003,-122.34189516
1140,4TH AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34574786, 47.61633159]}",Belltown,North,Paid Parking,6,30.0,SW,74033,47.61633159,-122.34574786
1141,4TH AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34561889, 47.61648112]}",Belltown,North,Paid Parking,9,240.0,NE,74034,47.61648112,-122.34561889
1142,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,"{'type': 'Point', 'coordinates': [-122.32829027, 47.60258173]}",Commercial Core,Financial,Paid Parking,4,120.0,SW,75149,47.60258173,-122.32829027
1143,5TH AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.33220159, 47.60687895]}",Commercial Core,Financial,Paid Parking,5,120.0,SW,75153,47.60687895,-122.33220159
1144,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,"{'type': 'Point', 'coordinates': [-122.3425019, 47.61558523]}",Belltown,South,Paid Parking,12,120.0,SW,75169,47.61558523,-122.3425019
1145,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,"{'type': 'Point', 'coordinates': [-122.3423449, 47.6157109]}",Belltown,South,Paid Parking,10,120.0,NE,75170,47.6157109,-122.3423449
1146,5TH AVE N BETWEEN JOHN ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.34771286, 47.62015028]}",Uptown Triangle,,Paid Parking,3,240.0,W,75173,47.62015028,-122.34771286
1147,5TH AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32775399, 47.59793786]}",Chinatown/ID,Edge,Paid Parking,9,120.0,W,75281,47.59793786,-122.32775399
1148,5TH AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32758781, 47.59793881]}",Chinatown/ID,Edge,Paid Parking,5,120.0,E,75282,47.59793881,-122.32758781
1149,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.32978967, 47.60591026]}",Commercial Core,Financial,Carpool Parking,20,120.0,SW,75769,47.60591026,-122.32978967
1150,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.33240121, 47.60876277]}",Commercial Core,Retail,Paid Parking,6,120.0,SW,75777,47.60876277,-122.33240121
1151,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.33223665, 47.60882248]}",Commercial Core,Retail,Paid Parking,3,120.0,NE,75778,47.60882248,-122.33223665
1152,6TH AVE BETWEEN UNION ST AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.33409932, 47.61061354]}",Commercial Core,Retail,Paid Parking,9,120.0,SW,75781,47.61061354,-122.33409932
1153,6TH AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34407494, 47.61769677]}",Denny Triangle,North,Paid Parking,7,240.0,SW,75785,47.61769677,-122.34407494
1154,6TH AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34401361, 47.61786447]}",Denny Triangle,North,Paid Parking,6,240.0,NE,75786,47.61786447,-122.34401361
1155,6TH AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32645061, 47.59793464]}",Chinatown/ID,Core,Paid Parking,10,120.0,W,75865,47.59793464,-122.32645061
1156,6TH AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32628038, 47.59793434]}",Chinatown/ID,Core,Paid Parking,7,120.0,E,75866,47.59793434,-122.32628038
1157,7TH AVE BETWEEN JAMES ST AND CHERRY ST,"{'type': 'Point', 'coordinates': [-122.32739887, 47.60497388]}",First Hill,,Paid Parking,7,120.0,SW,76033,47.60497388,-122.32739887
1158,7TH AVE BETWEEN JAMES ST AND CHERRY ST,"{'type': 'Point', 'coordinates': [-122.32722382, 47.6050118]}",First Hill,,Restricted Parking Zone,6,120.0,NE,76034,47.6050118,-122.32722382
1159,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32922007, 47.60718833]}",First Hill,,Paid Parking,6,120.0,NE,76038,47.60718833,-122.32922007
1160,7TH AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32985799, 47.60788056]}",First Hill,,Carpool Parking,5,120.0,NE,76042,47.60788056,-122.32985799
1161,7TH AVE BETWEEN UNION ST AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.33298145, 47.61108436]}",Commercial Core,Retail,Paid Parking,4,120.0,SW,76045,47.61108436,-122.33298145
1162,7TH AVE BETWEEN UNION ST AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.33283793, 47.61114114]}",Commercial Core,Retail,Paid Parking,1,120.0,NE,76046,47.61114114,-122.33283793
1163,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.33951498, 47.61615546]}",Denny Triangle,North,Paid Parking,6,240.0,SW,76053,47.61615546,-122.33951498
1164,7TH AVE BETWEEN BELL ST AND DEXTER AVE,"{'type': 'Point', 'coordinates': [-122.34172753, 47.61769659]}",Denny Triangle,North,Paid Parking,4,240.0,NE,76058,47.61769659,-122.34172753
1165,7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,"{'type': 'Point', 'coordinates': [-122.32387007, 47.59958791]}",Chinatown/ID,Edge,Paid Parking,4,120.0,W,76101,47.59958791,-122.32387007
1166,7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,"{'type': 'Point', 'coordinates': [-122.32363501, 47.59958065]}",Chinatown/ID,Edge,Paid Parking,8,120.0,E,76102,47.59958065,-122.32363501
1167,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.32386144, 47.59874622]}",Chinatown/ID,Edge,Paid Parking,5,120.0,W,76105,47.59874622,-122.32386144
1168,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.32364257, 47.59874578]}",Chinatown/ID,Edge,Paid Parking,5,120.0,E,76106,47.59874578,-122.32364257
1169,8TH AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32941216, 47.6090517]}",First Hill,,Paid Parking,4,120.0,NE,76186,47.6090517,-122.32941216
1170,8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,"{'type': 'Point', 'coordinates': [-122.33732798, 47.6160495]}",Denny Triangle,South,Paid Parking,7,120.0,SW,76193,47.6160495,-122.33732798
1171,8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,"{'type': 'Point', 'coordinates': [-122.33717081, 47.61614593]}",Denny Triangle,South,Paid Parking,3,120.0,NE,76194,47.61614593,-122.33717081
1172,8TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34118265, 47.62032565]}",South Lake Union,South,Paid Parking,25,120.0,W,76197,47.62032565,-122.34118265
1173,8TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34098397, 47.62032487]}",South Lake Union,South,Paid Parking,10,120.0,E,76198,47.62032487,-122.34098397
1174,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.34117019, 47.62265882]}",South Lake Union,South,Paid Parking,7,120.0,W,76201,47.62265882,-122.34117019
1175,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.3409512, 47.62266064]}",South Lake Union,South,Paid Parking,3,120.0,E,76202,47.62266064,-122.3409512
1176,8TH AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32257506, 47.59708557]}",Chinatown/ID,Edge,Paid Parking,7,120.0,W,76357,47.59708557,-122.32257506
1177,8TH AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32233189, 47.59708374]}",Chinatown/ID,Edge,Paid Parking,6,120.0,E,76358,47.59708374,-122.32233189
1178,9TH AVE BETWEEN E FIR ST AND ALDER ST,"{'type': 'Point', 'coordinates': [-122.32239979, 47.60310302]}",First Hill,,Restricted Parking Zone,6,120.0,NE,76398,47.60310302,-122.32239979
1179,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.32646922, 47.60730393]}",First Hill,,Restricted Parking Zone,3,120.0,SW,76405,47.60730393,-122.32646922
1180,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.32629794, 47.60737724]}",First Hill,,Restricted Parking Zone,8,120.0,NE,76406,47.60737724,-122.32629794
1181,9TH AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32712961, 47.60802033]}",First Hill,,Paid Parking,5,120.0,SW,76409,47.60802033,-122.32712961
1182,9TH AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32695035, 47.60809535]}",First Hill,,Paid Parking,5,120.0,NE,76410,47.60809535,-122.32695035
1183,9TH AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32780118, 47.60875479]}",First Hill,,Paid Parking,7,120.0,SW,76413,47.60875479,-122.32780118
1184,9TH AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32761973, 47.60882741]}",First Hill,,Paid Parking,7,120.0,NE,76414,47.60882741,-122.32761973
1185,9TH AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32843867, 47.60945231]}",First Hill,,Paid Parking,5,120.0,SW,76417,47.60945231,-122.32843867
1186,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33986286, 47.62029504]}",South Lake Union,South,Paid Parking,8,120.0,W,76429,47.62029504,-122.33986286
1187,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33968445, 47.62029437]}",South Lake Union,South,Paid Parking,14,120.0,E,76430,47.62029437,-122.33968445
1188,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33966666, 47.62261473]}",South Lake Union,South,Paid Parking,10,120.0,E,76434,47.62261473,-122.33966666
1189,ALASKAN WAY BETWEEN YESLER WAY AND COLUMBIA ST,"{'type': 'Point', 'coordinates': [-122.33700071, 47.60205184]}",Pioneer Square,Edge,Paid Parking,3,120.0,SW,76609,47.60205184,-122.33700071
1190,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.33808783, 47.60348079]}",Commercial Core,Waterfront,Paid Parking,16,240.0,NE,76614,47.60348079,-122.33808783
1191,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.33933288, 47.60486127]}",Commercial Core,Waterfront,Paid Parking,15,240.0,NE,76618,47.60486127,-122.33933288
1192,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34572989, 47.6095449]}",Belltown,South,Paid Parking,10,120.0,SW,76621,47.6095449,-122.34572989
1193,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.34549519, 47.60963243]}",Belltown,South,Paid Parking,7,120.0,NE,76622,47.60963243,-122.34549519
1194,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,"{'type': 'Point', 'coordinates': [-122.35312622, 47.61376528]}",Belltown,North,Paid Parking,6,240.0,SW,76625,47.61376528,-122.35312622
1195,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,"{'type': 'Point', 'coordinates': [-122.35301623, 47.61393711]}",Belltown,North,Paid Parking,13,240.0,NE,76626,47.61393711,-122.35301623
1196,ALASKAN E RDWY WAY BETWEEN UNIVERSITY ST AND UNION ST,"{'type': 'Point', 'coordinates': [-122.34061289, 47.60647092]}",Commercial Core,Waterfront,Paid Parking,33,240.0,SW,76649,47.60647092,-122.34061289
1197,ALASKAN E RDWY WAY BETWEEN UNIVERSITY ST AND UNION ST,"{'type': 'Point', 'coordinates': [-122.34037426, 47.60659082]}",Commercial Core,Waterfront,Paid Parking,15,240.0,NE,76650,47.60659082,-122.34037426
1198,ALASKAN E RDWY WAY S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.33560395, 47.59873086]}",Pioneer Square,Edge,Paid Parking,19,120.0,W,76653,47.59873086,-122.33560395
1199,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,"{'type': 'Point', 'coordinates': [-122.34286784, 47.62717661]}",South Lake Union,North,Paid Parking,4,600.0,N,76713,47.62717661,-122.34286784
1200,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,"{'type': 'Point', 'coordinates': [-122.34286858, 47.62710533]}",South Lake Union,North,Paid Parking,8,600.0,S,76714,47.62710533,-122.34286858
1201,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34165854, 47.62720457]}",South Lake Union,North,Paid Parking,4,600.0,N,76717,47.62720457,-122.34165854
1202,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.3416596, 47.6270675]}",South Lake Union,North,Paid Parking,8,600.0,S,76718,47.6270675,-122.3416596
1203,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.33007554, 47.6269241]}",South Lake Union,North,Paid Parking,12,120.0,N,76721,47.6269241,-122.33007554
1204,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.33005729, 47.62682008]}",South Lake Union,North,Paid Parking,7,120.0,S,76722,47.62682008,-122.33005729
1205,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,"{'type': 'Point', 'coordinates': [-122.38271478, 47.66588407]}",Ballard,Core,Paid Parking,10,120.0,SW,76961,47.66588407,-122.38271478
1206,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,"{'type': 'Point', 'coordinates': [-122.38267721, 47.66608103]}",Ballard,Core,Paid Parking,10,120.0,NE,76962,47.66608103,-122.38267721
1207,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34662847, 47.61518501]}",Belltown,North,Paid Parking,8,240.0,NW,76985,47.61518501,-122.34662847
1208,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34644272, 47.61507876]}",Belltown,North,Carpool Parking,8,240.0,SE,76986,47.61507876,-122.34644272
1209,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,"{'type': 'Point', 'coordinates': [-122.34404293, 47.61719267]}",Belltown,North,Paid Parking,4,240.0,NW,76989,47.61719267,-122.34404293
1210,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,"{'type': 'Point', 'coordinates': [-122.34385843, 47.61708545]}",Belltown,North,Paid Parking,8,240.0,SE,76990,47.61708545,-122.34385843
1211,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.34300477, 47.61775786]}",Denny Triangle,North,Paid Parking,12,240.0,SE,76994,47.61775786,-122.34300477
1212,BELL ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34517233, 47.61432015]}",Belltown,South,Paid Parking,2,120.0,SE,77118,47.61432015,-122.34517233
1213,BELL ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.34254594, 47.61635447]}",Belltown,South,Paid Parking,9,120.0,SE,77122,47.61635447,-122.34254594
1214,BELL ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.3418123, 47.61709628]}",Denny Triangle,North,Paid Parking,4,240.0,NW,77125,47.61709628,-122.3418123
1215,BELL ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.34168549, 47.61701942]}",Denny Triangle,North,Paid Parking,5,240.0,SE,77126,47.61701942,-122.34168549
1216,BELL ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.34098431, 47.61773608]}",Denny Triangle,North,Paid Parking,8,240.0,NW,77129,47.61773608,-122.34098431
1217,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34397195, 47.61367039]}",Belltown,South,Paid Parking,6,120.0,NW,77217,47.61367039,-122.34397195
1218,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34383836, 47.61356962]}",Belltown,South,Carpool Parking,15,120.0,SE,77218,47.61356962,-122.34383836
1219,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34223441, 47.61500119]}",Belltown,South,Paid Parking,6,120.0,NW,77221,47.61500119,-122.34223441
1220,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34210409, 47.61491872]}",Belltown,South,Paid Parking,4,120.0,SE,77222,47.61491872,-122.34210409
1221,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.34138494, 47.61566637]}",Belltown,South,Paid Parking,7,120.0,NW,77225,47.61566637,-122.34138494
1222,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,"{'type': 'Point', 'coordinates': [-122.33485267, 47.61812378]}",Denny Triangle,North,Paid Parking,10,240.0,SW,77261,47.61812378,-122.33485267
1223,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,"{'type': 'Point', 'coordinates': [-122.3348533, 47.6182961]}",Denny Triangle,North,Paid Parking,4,240.0,NE,77262,47.6182961,-122.3348533
1224,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.33599288, 47.61912646]}",South Lake Union,South,Paid Parking,7,600.0,W,77265,47.61912646,-122.33599288
1225,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32285409, 47.61177526]}",First Hill,,Paid Parking,11,120.0,SW,77313,47.61177526,-122.32285409
1226,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32272379, 47.61183608]}",First Hill,,Restricted Parking Zone,8,120.0,NE,77314,47.61183608,-122.32272379
1227,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.3234816, 47.6146611]}",Pike-Pine,,Restricted Parking Zone,7,120.0,W,77317,47.6146611,-122.3234816
1228,BROAD ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.35215542, 47.61731051]}",Belltown,North,Paid Parking,7,240.0,NW,77349,47.61731051,-122.35215542
1229,BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,"{'type': 'Point', 'coordinates': [-122.31980685, 47.61255277]}",Pike-Pine,,Paid Parking,7,240.0,E,77382,47.61255277,-122.31980685
1230,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,"{'type': 'Point', 'coordinates': [-122.31442982, 47.65904109]}",University District,Core,Paid Parking,10,120.0,W,77389,47.65904109,-122.31442982
1231,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,"{'type': 'Point', 'coordinates': [-122.3142513, 47.65903895]}",University District,Core,Paid Parking,7,120.0,E,77390,47.65903895,-122.3142513
1232,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33266198, 47.60331352]}",Pioneer Square,Core,Paid Parking,8,120.0,NW,77545,47.60331352,-122.33266198
1233,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33256944, 47.60320717]}",Pioneer Square,Core,Paid Parking,3,120.0,SE,77546,47.60320717,-122.33256944
1234,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33155793, 47.60376907]}",Commercial Core,Financial,Paid Parking,6,120.0,NW,77549,47.60376907,-122.33155793
1235,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33146539, 47.60366272]}",Commercial Core,Financial,Paid Parking,6,120.0,SE,77550,47.60366272,-122.33146539
1236,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32487277, 47.60654852]}",First Hill,,Paid Parking,3,120.0,NW,77557,47.60654852,-122.32487277
1237,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32478402, 47.60646959]}",First Hill,,Restricted Parking Zone,12,120.0,SE,77558,47.60646959,-122.32478402
1238,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32263397, 47.60749082]}",First Hill,,Paid Parking,6,120.0,NW,77561,47.60749082,-122.32263397
